config,method,seed,success,tiles,grass_tiles,sand_tiles,water_tiles,shore,free,fit4,um_grass,um_sand,um_water,seconds,hash,min_local_fit4,worst_wheat_distance,worst_wood_distance,viable_teams,wheat_tiles,wood_tiles,stone_tiles,algae_tiles,status
edge-2-width-max,2,24003,1,65536,37493,1887,22178,3978,26774,23275,38591,3874,23071,0.085862,7657302466715763635,1260,20,26,4,4216,3547,2853,3813,ok
edge-2-width-max,2,24004,1,65536,37637,2411,22604,2884,26389,23282,38567,3843,23126,0.059894,384484046444111817,1346,28,28,1,4031,3714,3402,3783,ok
edge-2-width-max,2,24004,1,65536,37637,2411,22604,2884,26389,23282,38567,3843,23126,0.021655,384484046444111817,1346,28,28,1,4031,3714,3402,3783,ok
edge-2-height-min,2,24001,1,8192,4520,253,2725,694,3273,2398,4740,596,2856,0.002338,21500989661319052,662,15,15,4,328,495,323,472,ok
edge-2-height-min,2,24001,1,8192,4520,253,2725,694,3273,2398,4740,596,2856,0.002602,21500989661319052,662,15,15,4,328,495,323,472,ok
edge-2-height-min,2,24003,1,8192,4618,216,2688,670,3365,2477,4821,548,2823,0.002526,9714228658532047050,0,100000,14,2,490,332,335,459,ok
edge-2-height-min,2,24003,1,8192,4618,216,2688,670,3365,2477,4821,548,2823,0.002060,9714228658532047050,0,100000,14,2,490,332,335,459,ok
edge-2-height-min,2,24004,1,8192,4599,226,2717,650,3215,2238,4796,548,2848,0.001803,3068368816682946139,719,18,7,4,422,535,318,473,ok
edge-2-height-min,2,24004,1,8192,4599,226,2717,650,3215,2238,4796,548,2848,0.002870,3068368816682946139,719,18,7,4,422,535,318,473,ok
edge-2-height-max,2,24001,1,65536,37439,1851,22285,3961,26656,22969,38603,3823,23110,0.025513,3088623821463467421,1053,23,40,3,4024,3721,2938,3837,ok
edge-2-height-max,2,24001,1,65536,37439,1851,22285,3961,26656,22969,38603,3823,23110,0.044465,3088623821463467421,1053,23,40,3,4024,3721,2938,3837,ok
edge-2-height-max,2,24003,1,65536,37331,1747,22148,4310,26658,22598,38577,3899,23060,0.050557,14885947647247422686,1256,29,34,0,3959,3797,2816,3609,ok
edge-2-height-max,2,24003,1,65536,37331,1747,22148,4310,26658,22598,38577,3899,23060,0.106717,14885947647247422686,1256,29,34,0,3959,3797,2816,3609,ok
edge-2-height-max,2,24004,1,65536,37334,2033,22487,3682,26353,22681,38493,3866,23177,0.039131,6600342002624190149,0,21,100000,1,3880,3854,3150,3764,ok
edge-2-height-max,2,24004,1,65536,37334,2033,22487,3682,26353,22681,38493,3866,23177,0.245534,6600342002624190149,0,21,100000,1,3880,3854,3150,3764,ok
edge-2-teams-min,2,24001,1,16384,8946,923,5518,997,6276,4247,9294,1417,5673,0.001784,18091492188118644277,902,1,9,1,1247,899,485,959,ok
edge-2-teams-min,2,24001,1,16384,8946,923,5518,997,6276,4247,9294,1417,5673,0.002718,18091492188118644277,902,1,9,1,1247,899,485,959,ok
edge-2-teams-min,2,24003,1,16384,9552,607,5280,945,7338,5547,9860,1077,5447,0.004448,9744020794824514254,1742,11,13,1,828,883,465,960,ok
edge-2-teams-min,2,24003,1,16384,9552,607,5280,945,7338,5547,9860,1077,5447,0.001560,9744020794824514254,1742,11,13,1,828,883,465,960,ok
edge-2-teams-min,2,24004,1,16384,9018,622,5520,1224,6595,5307,9397,1230,5757,0.001751,11258575627840650753,1106,9,10,1,954,740,700,964,ok
edge-2-teams-min,2,24004,1,16384,9018,622,5520,1224,6595,5307,9397,1230,5757,0.002096,11258575627840650753,1106,9,10,1,954,740,700,964,ok
edge-2-teams-max,2,24001,1,16384,8953,919,5515,997,6176,3965,9301,1413,5670,0.002302,18386146786474578188,0,100000,17,11,1202,869,447,959,ok
edge-2-teams-max,2,24001,1,16384,8953,919,5515,997,6176,3965,9301,1413,5670,0.002343,18386146786474578188,0,100000,17,11,1202,869,447,959,ok
edge-2-teams-max,2,24003,0,16384,0,0,16384,0,0,0,9860,1077,5447,0.004491,17614258571223508803,16384,100000,100000,0,0,0,0,0,failed
edge-2-teams-max,2,24003,0,16384,0,0,16384,0,0,0,9860,1077,5447,0.004771,17614258571223508803,16384,100000,100000,0,0,0,0,0,failed
edge-2-teams-max,2,24004,0,16384,0,0,16384,0,0,0,9397,1230,5757,0.003091,17810711605240484000,16384,100000,100000,0,0,0,0,0,failed
edge-2-teams-max,2,24004,0,16384,0,0,16384,0,0,0,9397,1230,5757,0.001614,17810711605240484000,16384,100000,100000,0,0,0,0,0,failed
edge-2-workers-min,2,24001,1,16384,8949,920,5518,997,6268,4190,9297,1414,5673,0.004927,5660897849027081340,320,15,20,4,1210,899,485,959,ok
edge-2-workers-min,2,24001,1,16384,8949,920,5518,997,6268,4190,9297,1414,5673,0.001813,5660897849027081340,320,15,20,4,1210,899,485,959,ok
edge-2-workers-min,2,24003,1,16384,9552,607,5280,945,7362,5545,9860,1077,5447,0.001713,6519285490690037608,602,11,13,4,800,839,465,960,ok
edge-2-workers-min,2,24003,1,16384,9552,607,5280,945,7362,5545,9860,1077,5447,0.023920,6519285490690037608,602,11,13,4,800,839,465,960,ok
edge-2-workers-min,2,24004,1,16384,9030,610,5520,1224,6562,5234,9409,1218,5757,0.001741,14833552175046425086,388,9,10,4,954,737,700,964,ok
edge-2-workers-min,2,24004,1,16384,9030,610,5520,1224,6562,5234,9409,1218,5757,0.001745,14833552175046425086,388,9,10,4,954,737,700,964,ok
edge-2-workers-max,2,24001,1,16384,8949,920,5518,997,6240,4189,9297,1414,5673,0.001947,5660897849027081340,418,15,17,4,1210,899,485,959,ok
edge-2-workers-max,2,24001,1,16384,8949,920,5518,997,6240,4189,9297,1414,5673,0.008564,5660897849027081340,418,15,17,4,1210,899,485,959,ok
edge-2-workers-max,2,24003,1,16384,9552,607,5280,945,7334,5521,9860,1077,5447,0.001743,6519285490690037608,737,10,12,4,800,839,465,960,ok
edge-2-workers-max,2,24003,1,16384,9552,607,5280,945,7334,5521,9860,1077,5447,0.002654,6519285490690037608,737,10,12,4,800,839,465,960,ok
edge-2-workers-max,2,24004,1,16384,9030,610,5520,1224,6534,5207,9409,1218,5757,0.001885,14833552175046425086,488,8,9,4,954,737,700,964,ok
edge-2-workers-max,2,24004,1,16384,9030,610,5520,1224,6534,5207,9409,1218,5757,0.001807,14833552175046425086,488,8,9,4,954,737,700,964,ok
edge-2-water-min,2,24001,1,16384,14609,1028,0,747,14514,13149,14991,1393,0,0.001878,15818806745139821749,1659,100000,100000,0,0,0,6,0,ok
edge-2-water-min,2,24001,1,16384,14609,1028,0,747,14514,13149,14991,1393,0,0.002063,15818806745139821749,1659,100000,100000,0,0,0,6,0,ok
edge-2-water-min,2,24003,1,16384,14653,1155,0,576,14533,13340,14948,1436,0,0.001564,17836359041140578458,1565,100000,100000,0,0,0,15,0,ok
edge-2-water-min,2,24003,1,16384,14653,1155,0,576,14533,13340,14948,1436,0,0.004168,17836359041140578458,1565,100000,100000,0,0,0,15,0,ok
edge-2-water-min,2,24004,1,16384,14196,1348,0,840,14102,12533,14624,1760,0,0.001831,7469588657728267115,1789,100000,100000,0,0,0,0,0,ok
edge-2-water-min,2,24004,1,16384,14196,1348,0,840,14102,12533,14624,1760,0,0.003183,7469588657728267115,1789,100000,100000,0,0,0,0,0,ok
edge-2-water-max,2,24001,1,16384,6173,831,7375,2005,3535,1864,6760,1833,7791,0.002096,17006424890009917153,331,8,14,4,991,928,626,1495,ok
edge-2-water-max,2,24001,1,16384,6173,831,7375,2005,3535,1864,6760,1833,7791,0.001947,17006424890009917153,331,8,14,4,991,928,626,1495,ok
edge-2-water-max,2,24003,1,16384,6199,590,7573,2022,3133,1707,6764,1598,8022,0.001729,1703270134573847676,0,34,6,3,854,1395,724,1490,ok
edge-2-water-max,2,24003,1,16384,6199,590,7573,2022,3133,1707,6764,1598,8022,0.001654,1703270134573847676,0,34,6,3,854,1395,724,1490,ok
edge-2-water-max,2,24004,1,16384,6125,557,8336,1366,3463,1818,6540,1236,8608,0.003470,5844940350594474362,214,14,8,4,619,1167,781,1487,ok
edge-2-water-max,2,24004,1,16384,6125,557,8336,1366,3463,1818,6540,1236,8608,0.001874,5844940350594474362,214,14,8,4,619,1167,781,1487,ok
edge-2-sand-min,2,24001,1,16384,9027,884,5523,950,7164,5282,9351,1353,5680,0.003961,1287794769456463877,918,17,20,4,764,391,614,987,ok
edge-2-sand-min,2,24001,1,16384,9027,884,5523,950,7164,5282,9351,1353,5680,0.004739,1287794769456463877,918,17,20,4,764,391,614,987,ok
edge-2-sand-min,2,24003,1,16384,8866,778,5504,1236,7309,5475,9282,1391,5711,0.001672,15593615391680384401,912,7,13,4,453,396,610,981,ok
edge-2-sand-min,2,24003,1,16384,8866,778,5504,1236,7309,5475,9282,1391,5711,0.001632,15593615391680384401,912,7,13,4,453,396,610,981,ok
edge-2-sand-min,2,24004,1,16384,9022,739,5413,1210,6553,5232,9402,1340,5642,0.001837,1511840691034133524,485,8,9,4,1089,837,454,988,ok
edge-2-sand-min,2,24004,1,16384,9022,739,5413,1210,6553,5232,9402,1340,5642,0.001761,1511840691034133524,485,8,9,4,1089,837,454,988,ok
edge-2-sand-max,2,24001,1,16384,5334,6360,3120,1570,3649,1915,5953,7143,3288,0.001899,13415170006420454930,293,6,10,4,497,478,620,546,ok
edge-2-sand-max,2,24001,1,16384,5334,6360,3120,1570,3649,1915,5953,7143,3288,0.001834,13415170006420454930,293,6,10,4,497,478,620,546,ok
edge-2-sand-max,2,24003,1,16384,5162,6659,3141,1422,4293,2611,5742,7368,3274,0.005413,7498629016206827803,344,100000,100000,0,0,0,776,540,ok
edge-2-sand-max,2,24003,1,16384,5162,6659,3141,1422,4293,2611,5742,7368,3274,0.001899,7498629016206827803,344,100000,100000,0,0,0,776,540,ok
edge-2-sand-max,2,24004,1,16384,5283,6530,3055,1516,3582,1899,5807,7289,3288,0.001881,8936974655475243293,278,13,14,4,429,879,298,534,ok
edge-2-sand-max,2,24004,1,16384,5283,6530,3055,1516,3582,1899,5807,7289,3288,0.001776,8936974655475243293,278,13,14,4,429,879,298,534,ok
edge-2-grass-min,2,24001,0,16384,0,0,16384,0,0,0,602,1671,14111,0.001525,253967105468988286,16384,100000,100000,0,0,0,0,0,failed
edge-2-grass-min,2,24001,0,16384,0,0,16384,0,0,0,602,1671,14111,0.001764,253967105468988286,16384,100000,100000,0,0,0,0,0,failed
edge-2-grass-min,2,24003,1,16384,329,975,13785,1295,21,0,639,1647,14098,0.002534,17907722784531174403,0,100000,100000,0,0,0,228,2336,ok
edge-2-grass-min,2,24003,1,16384,329,975,13785,1295,21,0,639,1647,14098,0.002342,17907722784531174403,0,100000,100000,0,0,0,228,2336,ok
edge-2-grass-min,2,24004,0,16384,0,0,16384,0,0,0,594,2055,13735,0.001598,17810711605240484000,16384,100000,100000,0,0,0,0,0,failed
edge-2-grass-min,2,24004,0,16384,0,0,16384,0,0,0,594,2055,13735,0.091162,17810711605240484000,16384,100000,100000,0,0,0,0,0,failed
edge-2-grass-max,2,24001,1,16384,10045,658,4676,1005,7993,6246,10397,1152,4835,0.003787,15747200618786921993,1153,19,20,4,842,474,642,801,ok
edge-2-grass-max,2,24001,1,16384,10045,658,4676,1005,7993,6246,10397,1152,4835,0.001965,15747200618786921993,1153,19,20,4,842,474,642,801,ok
edge-2-grass-max,2,24003,1,16384,10419,541,4704,720,8382,6634,10649,898,4837,0.013078,4750185470642720124,771,15,13,4,698,693,548,806,ok
edge-2-grass-max,2,24003,1,16384,10419,541,4704,720,8382,6634,10649,898,4837,0.001639,4750185470642720124,771,15,13,4,698,693,548,806,ok
edge-2-grass-max,2,24004,1,16384,10329,362,4495,1198,8179,7021,10683,958,4743,0.001822,2892416573280956093,1021,11,20,4,1004,585,472,785,ok
edge-2-grass-max,2,24004,1,16384,10329,362,4495,1198,8179,7021,10683,958,4743,0.001850,2892416573280956093,1021,11,20,4,1004,585,472,785,ok
edge-2-desert-min,2,24001,1,16384,8949,920,5518,997,6256,4190,9297,1414,5673,0.002526,5660897849027081340,418,15,17,4,1210,899,485,959,ok
edge-2-desert-min,2,24001,1,16384,8949,920,5518,997,6256,4190,9297,1414,5673,0.003701,5660897849027081340,418,15,17,4,1210,899,485,959,ok
edge-2-desert-min,2,24003,1,16384,9552,607,5280,945,7350,5537,9860,1077,5447,0.001695,6519285490690037608,723,11,13,4,800,839,465,960,ok
edge-2-desert-min,2,24003,1,16384,9552,607,5280,945,7350,5537,9860,1077,5447,0.001638,6519285490690037608,723,11,13,4,800,839,465,960,ok
edge-2-desert-min,2,24004,1,16384,9030,610,5520,1224,6550,5225,9409,1218,5757,0.001811,14833552175046425086,492,9,10,4,954,737,700,964,ok
edge-2-desert-min,2,24004,1,16384,9030,610,5520,1224,6550,5225,9409,1218,5757,0.001832,14833552175046425086,492,9,10,4,954,737,700,964,ok
edge-2-desert-max,2,24001,1,16384,3921,7965,3006,1492,2507,982,4500,8716,3168,0.003974,5497211519881356870,86,11,39,3,765,267,289,536,ok
edge-2-desert-max,2,24001,1,16384,3921,7965,3006,1492,2507,982,4500,8716,3168,0.002214,5497211519881356870,86,11,39,3,765,267,289,536,ok
edge-2-desert-max,2,24003,1,16384,4122,7759,3085,1418,2558,1182,4698,8471,3215,0.001557,3480572482632351213,202,42,42,2,504,566,390,540,ok
edge-2-desert-max,2,24003,1,16384,4122,7759,3085,1418,2558,1182,4698,8471,3215,0.004231,3480572482632351213,202,42,42,2,504,566,390,540,ok
edge-2-desert-max,2,24004,1,16384,4737,7281,2882,1484,3435,1841,5247,8026,3111,0.001872,1099917036119030571,197,2,12,4,577,412,210,534,ok
edge-2-desert-max,2,24004,1,16384,4737,7281,2882,1484,3435,1841,5247,8026,3111,0.002180,1099917036119030571,197,2,12,4,577,412,210,534,ok
edge-2-smoothing-min,2,24001,1,16384,9048,666,5536,1134,6861,4387,9468,1220,5696,0.001960,2613473709282920172,630,12,12,4,728,696,667,958,ok
edge-2-smoothing-min,2,24001,1,16384,9048,666,5536,1134,6861,4387,9468,1220,5696,0.001791,2613473709282920172,630,12,12,4,728,696,667,958,ok
edge-2-smoothing-min,2,24003,1,16384,9245,449,5296,1394,6634,3921,9726,1134,5524,0.001587,66553570091746125,511,4,4,4,841,975,690,958,ok
edge-2-smoothing-min,2,24003,1,16384,9245,449,5296,1394,6634,3921,9726,1134,5524,0.001617,66553570091746125,511,4,4,4,841,975,690,958,ok
edge-2-smoothing-min,2,24004,1,16384,9166,422,5510,1286,6625,5123,9579,1056,5749,0.028921,14894153078089829296,804,8,9,4,1029,723,700,962,ok
edge-2-smoothing-min,2,24004,1,16384,9166,422,5510,1286,6625,5123,9579,1056,5749,0.004390,14894153078089829296,804,8,9,4,1029,723,700,962,ok
edge-2-smoothing-max,2,24001,1,16384,9387,615,5534,848,6629,5251,9657,1036,5691,0.052779,16332416003315470351,0,23,100000,3,933,1036,689,959,ok
edge-2-smoothing-max,2,24001,1,16384,9387,615,5534,848,6629,5251,9657,1036,5691,0.001801,16332416003315470351,0,23,100000,3,933,1036,689,959,ok
edge-2-smoothing-max,2,24003,1,16384,9051,873,5496,964,6949,5555,9361,1352,5671,0.001729,10575936385512013596,434,13,14,4,849,777,378,954,ok
edge-2-smoothing-max,2,24003,1,16384,9051,873,5496,964,6949,5555,9361,1352,5671,0.001665,10575936385512013596,434,13,14,4,849,777,378,954,ok
edge-2-smoothing-max,2,24004,0,16384,0,0,16384,0,0,0,9489,1140,5755,0.001620,17810711605240484000,16384,100000,100000,0,0,0,0,0,failed
edge-2-smoothing-max,2,24004,0,16384,0,0,16384,0,0,0,9489,1140,5755,0.097096,17810711605240484000,16384,100000,100000,0,0,0,0,0,failed
edge-2-river-width-min,2,24001,1,16384,9047,976,4395,1966,7052,4809,9643,1957,4784,0.001543,995488406803712075,0,7,100000,3,672,470,755,961,ok
edge-2-river-width-min,2,24001,1,16384,9047,976,4395,1966,7052,4809,9643,1957,4784,0.001637,995488406803712075,0,7,100000,3,672,470,755,961,ok
edge-2-river-width-min,2,24003,1,16384,8950,938,4380,2116,6847,4524,9574,1993,4817,0.001492,14309378745742228429,597,9,16,4,548,762,697,961,ok
edge-2-river-width-min,2,24003,1,16384,8950,938,4380,2116,6847,4524,9574,1993,4817,0.001798,14309378745742228429,597,9,16,4,548,762,697,961,ok
edge-2-river-width-min,2,24004,1,16384,8871,743,4938,1832,7021,4914,9428,1653,5303,0.004875,17138623470901157076,407,13,8,4,761,643,346,965,ok
edge-2-river-width-min,2,24004,1,16384,8871,743,4938,1832,7021,4914,9428,1653,5303,0.001867,17138623470901157076,407,13,8,4,761,643,346,965,ok
edge-2-river-width-max,2,24001,1,16384,9270,595,5649,870,6418,5302,9554,1026,5804,0.002624,13040961475971353362,1330,19,38,3,969,967,815,951,ok
edge-2-river-width-max,2,24001,1,16384,9270,595,5649,870,6418,5302,9554,1026,5804,0.004005,13040961475971353362,1330,19,38,3,969,967,815,951,ok
edge-2-river-width-max,2,24003,1,16384,9304,653,5671,756,6441,5446,9555,1026,5803,0.002171,4763919030790921477,496,28,28,1,881,1058,819,961,ok
edge-2-river-width-max,2,24003,1,16384,9304,653,5671,756,6441,5446,9555,1026,5803,0.002442,4763919030790921477,496,28,28,1,881,1058,819,961,ok
edge-2-river-width-max,2,24004,0,16384,0,0,16384,0,0,0,9501,1120,5763,0.002452,17810711605240484000,16384,100000,100000,0,0,0,0,0,failed
edge-2-river-width-max,2,24004,0,16384,0,0,16384,0,0,0,9501,1120,5763,0.003508,17810711605240484000,16384,100000,100000,0,0,0,0,0,failed
edge-2-fruit-min,2,24001,1,16384,9605,382,5629,768,7199,5630,9817,765,5802,0.001847,7176297995739189086,667,16,12,4,815,758,753,997,ok
edge-2-fruit-min,2,24001,1,16384,9605,382,5629,768,7199,5630,9817,765,5802,0.001914,7176297995739189086,667,16,12,4,815,758,753,997,ok
edge-2-fruit-min,2,24003,0,16384,0,0,16384,0,0,0,9815,858,5711,0.001389,17614258571223508803,16384,100000,100000,0,0,0,0,0,failed
edge-2-fruit-min,2,24003,0,16384,0,0,16384,0,0,0,9815,858,5711,0.002189,17614258571223508803,16384,100000,100000,0,0,0,0,0,failed
edge-2-fruit-min,2,24004,0,16384,0,0,16384,0,0,0,9918,513,5953,0.029737,17810711605240484000,16384,100000,100000,0,0,0,0,0,failed
edge-2-fruit-min,2,24004,0,16384,0,0,16384,0,0,0,9918,513,5953,0.002514,17810711605240484000,16384,100000,100000,0,0,0,0,0,failed
edge-2-fruit-max,2,24001,1,16384,5156,5803,3755,1670,3094,1029,5835,6636,3913,0.002021,3788484734914861314,80,24,38,3,803,411,467,651,ok
edge-2-fruit-max,2,24001,1,16384,5156,5803,3755,1670,3094,1029,5835,6636,3913,0.002181,3788484734914861314,80,24,38,3,803,411,467,651,ok
edge-2-fruit-max,2,24003,1,16384,5437,5607,3794,1546,3664,1417,6079,6379,3926,0.001584,5260591269051681174,299,20,30,4,489,416,507,654,ok
edge-2-fruit-max,2,24003,1,16384,5437,5607,3794,1546,3664,1417,6079,6379,3926,0.004311,5260591269051681174,299,20,30,4,489,416,507,654,ok
edge-2-fruit-max,2,24004,1,16384,5728,5261,3557,1838,3774,1339,6412,6180,3792,0.001967,210623947230701153,141,26,28,3,781,486,299,651,ok
edge-2-fruit-max,2,24004,1,16384,5728,5261,3557,1838,3774,1339,6412,6180,3792,0.002174,210623947230701153,141,26,28,3,781,486,299,651,ok
edge-2-repeat-min,2,24001,1,16384,8949,920,5518,997,6256,4190,9297,1414,5673,0.001920,5660897849027081340,418,15,17,4,1210,899,485,959,ok
edge-2-repeat-min,2,24001,1,16384,8949,920,5518,997,6256,4190,9297,1414,5673,0.001904,5660897849027081340,418,15,17,4,1210,899,485,959,ok
edge-2-repeat-min,2,24003,1,16384,9552,607,5280,945,7350,5537,9860,1077,5447,0.003039,6519285490690037608,723,11,13,4,800,839,465,960,ok
edge-2-repeat-min,2,24003,1,16384,9552,607,5280,945,7350,5537,9860,1077,5447,0.013182,6519285490690037608,723,11,13,4,800,839,465,960,ok
edge-2-repeat-min,2,24004,1,16384,9030,610,5520,1224,6550,5225,9409,1218,5757,0.004103,14833552175046425086,492,9,10,4,954,737,700,964,ok
edge-2-repeat-min,2,24004,1,16384,9030,610,5520,1224,6550,5225,9409,1218,5757,0.001836,14833552175046425086,492,9,10,4,954,737,700,964,ok
edge-2-repeat-max,2,24001,1,16384,7104,480,3680,5120,4860,1120,8608,3008,4768,0.000539,15024589055358181125,70,1,2,4,448,828,416,800,ok
edge-2-repeat-max,2,24001,1,16384,7104,480,3680,5120,4860,1120,8608,3008,4768,0.000517,15024589055358181125,70,1,2,4,448,828,416,800,ok
edge-2-repeat-max,2,24003,1,16384,7104,416,3552,5312,4904,600,8640,3040,4704,0.000494,5590689445227312896,30,2,2,4,596,600,512,928,ok
edge-2-repeat-max,2,24003,1,16384,7104,416,3552,5312,4904,600,8640,3040,4704,0.001229,5590689445227312896,30,2,2,4,596,600,512,928,ok
edge-2-repeat-max,2,24004,1,16384,7520,576,3616,4672,4596,608,8768,2912,4704,0.000511,17324586385127991603,37,1,1,4,576,1308,352,896,ok
edge-2-repeat-max,2,24004,1,16384,7520,576,3616,4672,4596,608,8768,2912,4704,0.001039,17324586385127991603,37,1,1,4,576,1308,352,896,ok
size-2-6-6-4,2,24001,1,4096,2214,141,1319,422,1504,786,2340,350,1406,0.000527,12702816318780975272,171,5,14,4,396,110,114,238,ok
size-2-6-6-4,2,24001,1,4096,2214,141,1319,422,1504,786,2340,350,1406,0.000517,12702816318780975272,171,5,14,4,396,110,114,238,ok
size-2-6-6-4,2,24003,1,4096,2208,132,1288,468,1559,927,2344,366,1386,0.001279,3938647859703722544,247,8,8,4,183,251,115,234,ok
size-2-6-6-4,2,24003,1,4096,2208,132,1288,468,1559,927,2344,366,1386,0.000519,3938647859703722544,247,8,8,4,183,251,115,234,ok
size-2-6-6-4,2,24004,0,4096,0,0,4096,0,0,0,2393,373,1330,0.001112,5764149895046820619,4096,100000,100000,0,0,0,0,0,failed
size-2-6-6-4,2,24004,0,4096,0,0,4096,0,0,0,2393,373,1330,0.000359,5764149895046820619,4096,100000,100000,0,0,0,0,0,failed
size-2-6-6-12,2,24001,0,4096,0,0,4096,0,0,0,2340,350,1406,0.000469,3724996725508102354,4096,100000,100000,0,0,0,0,0,failed
size-2-6-6-12,2,24001,0,4096,0,0,4096,0,0,0,2340,350,1406,0.000448,3724996725508102354,4096,100000,100000,0,0,0,0,0,failed
size-2-6-6-12,2,24003,0,4096,0,0,4096,0,0,0,2344,366,1386,0.000368,3748852957731584147,4096,100000,100000,0,0,0,0,0,failed
size-2-6-6-12,2,24003,0,4096,0,0,4096,0,0,0,2344,366,1386,0.000380,3748852957731584147,4096,100000,100000,0,0,0,0,0,failed
size-2-6-6-12,2,24004,0,4096,0,0,4096,0,0,0,2393,373,1330,0.001593,5764149895046820619,4096,100000,100000,0,0,0,0,0,failed
size-2-6-6-12,2,24004,0,4096,0,0,4096,0,0,0,2393,373,1330,0.001113,5764149895046820619,4096,100000,100000,0,0,0,0,0,failed
size-2-7-7-8,2,24001,1,16384,8949,920,5518,997,6208,4023,9297,1414,5673,0.003702,16617434980050527102,0,100000,17,7,1213,897,452,959,ok
size-2-7-7-8,2,24001,1,16384,8949,920,5518,997,6208,4023,9297,1414,5673,0.005853,16617434980050527102,0,100000,17,7,1213,897,452,959,ok
size-2-7-7-8,2,24003,0,16384,0,0,16384,0,0,0,9860,1077,5447,0.001526,17614258571223508803,16384,100000,100000,0,0,0,0,0,failed
size-2-7-7-8,2,24003,0,16384,0,0,16384,0,0,0,9860,1077,5447,0.026580,17614258571223508803,16384,100000,100000,0,0,0,0,0,failed
size-2-7-7-8,2,24004,0,16384,0,0,16384,0,0,0,9397,1230,5757,0.001863,17810711605240484000,16384,100000,100000,0,0,0,0,0,failed
size-2-7-7-8,2,24004,0,16384,0,0,16384,0,0,0,9397,1230,5757,0.006247,17810711605240484000,16384,100000,100000,0,0,0,0,0,failed
size-2-6-9-12,2,24001,1,32768,17769,892,10374,3733,13014,9371,18891,2748,11129,0.070280,11686570519299650906,628,25,24,11,1846,1898,752,1930,ok
size-2-6-9-12,2,24001,1,32768,17769,892,10374,3733,13014,9371,18891,2748,11129,0.050174,11686570519299650906,628,25,24,11,1846,1898,752,1930,ok
size-2-6-9-12,2,24003,1,32768,17580,1137,9993,4058,13138,9747,18693,3161,10914,0.033997,3187380565725862322,511,22,18,12,1913,1783,485,1913,ok
size-2-6-9-12,2,24003,1,32768,17580,1137,9993,4058,13138,9747,18693,3161,10914,0.068471,3187380565725862322,511,22,18,12,1913,1783,485,1913,ok
size-2-6-9-12,2,24004,1,32768,17767,1012,10224,3765,13087,9517,18840,2887,11041,0.197296,4914701710707839179,760,20,20,12,1895,1868,661,1807,ok
size-2-6-9-12,2,24004,1,32768,17767,1012,10224,3765,13087,9517,18840,2887,11041,0.022514,4914701710707839179,760,20,20,12,1895,1868,661,1807,ok
size-2-9-6-12,2,24001,1,32768,18175,731,10642,3220,12980,9656,19142,2339,11287,0.044046,14530006048841308419,250,14,16,12,1925,1919,1087,1800,ok
size-2-9-6-12,2,24001,1,32768,18175,731,10642,3220,12980,9656,19142,2339,11287,0.021462,14530006048841308419,250,14,16,12,1925,1919,1087,1800,ok
size-2-9-6-12,2,24003,1,32768,17666,1085,10025,3992,13142,9649,18745,3081,10942,0.084821,15235139514388628623,596,15,12,12,1830,1875,567,1779,ok
size-2-9-6-12,2,24003,1,32768,17666,1085,10025,3992,13142,9649,18745,3081,10942,0.076352,15235139514388628623,596,15,12,12,1830,1875,567,1779,ok
size-2-9-6-12,2,24004,1,32768,17915,956,10413,3484,13062,9824,18905,2695,11168,0.076457,17904064177986095803,611,15,18,12,1879,1960,765,1866,ok
size-2-9-6-12,2,24004,1,32768,17915,956,10413,3484,13062,9824,18905,2695,11168,0.070326,17904064177986095803,611,15,18,12,1879,1960,765,1866,ok
size-2-9-9-12,2,24001,1,262144,149100,12955,91905,8184,109726,85886,152601,16958,92585,0.848434,9572728202868954291,0,100000,100000,7,14454,13999,10668,15420,ok
size-2-9-9-12,2,24001,1,262144,149100,12955,91905,8184,109726,85886,152601,16958,92585,0.701838,9572728202868954291,0,100000,100000,7,14454,13999,10668,15420,ok
size-2-9-9-12,2,24003,1,262144,147869,13206,89841,11228,103729,78628,152140,18741,91263,0.598385,10176986978518237311,522,14,13,12,16701,16929,10248,15436,ok
size-2-9-9-12,2,24003,1,262144,147869,13206,89841,11228,103729,78628,152140,18741,91263,0.744190,10176986978518237311,522,14,13,12,16701,16929,10248,15436,ok
size-2-9-9-12,2,24004,1,262144,150768,12248,91836,7292,106434,95707,153413,15855,92876,0.844746,6462093021749933095,1443,51,52,2,14398,15267,14415,15377,ok
size-2-9-9-12,2,24004,1,262144,150768,12248,91836,7292,106434,95707,153413,15855,92876,0.854000,6462093021749933095,1443,51,52,2,14398,15267,14415,15377,ok
corner-2-min,2,24001,0,0,0,0,0,0,0,0,0,0,0,0.000009,14695981039346656037,0,100000,100000,0,0,0,0,0,failed
corner-2-min,2,24001,0,0,0,0,0,0,0,0,0,0,0,0.000011,14695981039346656037,0,100000,100000,0,0,0,0,0,failed
corner-2-min,2,24003,0,0,0,0,0,0,0,0,0,0,0,0.000007,14695981039346656037,0,100000,100000,0,0,0,0,0,failed
corner-2-min,2,24003,0,0,0,0,0,0,0,0,0,0,0,0.000008,14695981039346656037,0,100000,100000,0,0,0,0,0,failed
corner-2-min,2,24004,0,0,0,0,0,0,0,0,0,0,0,0.000005,14695981039346656037,0,100000,100000,0,0,0,0,0,failed
corner-2-min,2,24004,0,0,0,0,0,0,0,0,0,0,0,0.000008,14695981039346656037,0,100000,100000,0,0,0,0,0,failed
